marketplace,customer_id,review_id,product_id,product_title,star_rating,review_date
US,Cust6796,R169,P035,Product P035,1,2023-01-01
US,Cust9997,R170,P007,Product P007,1,2023-01-01
US,Cust5284,R171,P010,Product P010,1,2023-01-01
US,Cust3299,R172,P030,Product P030,1,2023-01-01
US,Cust5693,R173,P023,Product P023,5,2023-01-01
US,Cust1422,R174,P019,Product P019,1,2023-01-01
US,Cust3397,R175,P013,Product P013,5,2023-01-01
US,Cust9813,R176,P013,Product P013,1,2023-01-01
US,Cust4537,R177,P036,Product P036,3,2023-01-01
US,Cust6121,R178,P006,Product P006,1,2023-01-01
US,Cust7665,R179,P023,Product P023,3,2023-01-01
US,Cust4455,R180,P039,Product P039,1,2023-01-01
US,Cust2907,R181,P045,Product P045,5,2023-01-01
US,Cust6851,R182,P037,Product P037,1,2023-01-01
US,Cust1768,R183,P041,Product P041,1,2023-01-01
US,Cust5001,R184,P010,Product P010,1,2023-01-01
US,Cust1104,R185,P001,Product P001,1,2023-01-01
US,Cust6816,R186,P028,Product P028,1,2023-01-01
US,Cust1137,R187,P024,Product P024,5,2023-01-01
US,Cust9283,R188,P016,Product P016,2,2023-01-01
US,Cust4857,R189,P019,Product P019,4,2023-01-01
US,Cust1903,R190,P046,Product P046,4,2023-01-01
US,Cust6525,R191,P041,Product P041,1,2023-01-01
US,Cust3651,R192,P011,Product P011,1,2023-01-01
US,Cust6183,R193,P015,Product P015,5,2023-01-01
US,Cust5701,R194,P030,Product P030,5,2023-01-01
US,Cust9781,R195,P010,Product P010,1,2023-01-01
US,Cust7623,R196,P022,Product P022,1,2023-01-01
US,Cust8526,R197,P016,Product P016,5,2023-01-01
US,Cust1722,R198,P031,Product P031,4,2023-01-01
US,Cust8708,R199,P015,Product P015,4,2023-01-01
US,Cust3227,R200,P049,Product P049,1,2023-01-01
US,Cust1126,R201,P021,Product P021,1,2023-01-01
US,Cust9171,R202,P035,Product P035,2,2023-01-01
US,Cust4062,R203,P016,Product P016,2,2023-01-01
US,Cust3877,R204,P021,Product P021,1,2023-01-01
US,Cust3152,R205,P010,Product P010,5,2023-01-01
US,Cust7880,R206,P020,Product P020,1,2023-01-01
US,Cust9147,R207,P043,Product P043,1,2023-01-01
US,Cust8243,R208,P030,Product P030,1,2023-01-01
US,Cust4415,R209,P035,Product P035,1,2023-01-01
US,Cust5862,R210,P038,Product P038,1,2023-01-01
US,Cust9614,R211,P024,Product P024,1,2023-01-01
US,Cust8891,R212,P006,Product P006,1,2023-01-01
US,Cust1673,R213,P011,Product P011,1,2023-01-01
US,Cust5722,R214,P030,Product P030,1,2023-01-01
US,Cust7068,R215,P050,Product P050,1,2023-01-01
US,Cust3636,R216,P033,Product P033,1,2023-01-01
US,Cust9913,R217,P008,Product P008,1,2023-01-01
US,Cust1112,R218,P038,Product P038,2,2023-01-01
US,Cust1827,R219,P008,Product P008,1,2023-01-01
US,Cust2615,R220,P038,Product P038,1,2023-01-01
US,Cust2115,R221,P036,Product P036,1,2023-01-01
US,Cust8467,R222,P031,Product P031,5,2023-01-01
US,Cust2922,R223,P016,Product P016,1,2023-01-01
US,Cust9635,R224,P042,Product P042,1,2023-01-01
US,Cust6173,R225,P046,Product P046,1,2023-01-01
US,Cust6570,R226,P049,Product P049,1,2023-01-01
US,Cust5095,R227,P032,Product P032,1,2023-01-01
US,Cust3521,R228,P047,Product P047,1,2023-01-01
US,Cust3621,R229,P029,Product P029,3,2023-01-01
US,Cust8806,R230,P044,Product P044,1,2023-01-01
US,Cust6170,R231,P008,Product P008,1,2023-01-01
US,Cust8005,R232,P008,Product P008,1,2023-01-01
US,Cust5923,R233,P040,Product P040,1,2023-01-01
US,Cust5233,R234,P009,Product P009,1,2023-01-01
US,Cust4929,R235,P008,Product P008,1,2023-01-01
US,Cust1615,R236,P029,Product P029,1,2023-01-01
US,Cust4996,R237,P032,Product P032,1,2023-01-01
US,Cust3985,R238,P018,Product P018,1,2023-01-01
US,Cust7651,R239,P031,Product P031,1,2023-01-01
US,Cust1287,R240,P022,Product P022,1,2023-01-01
US,Cust7433,R241,P041,Product P041,1,2023-01-01
US,Cust6142,R242,P015,Product P015,1,2023-01-01
US,Cust1152,R243,P032,Product P032,1,2023-01-01
US,Cust1750,R244,P002,Product P002,1,2023-01-01
US,Cust8773,R245,P017,Product P017,5,2023-01-01
US,Cust6332,R246,P009,Product P009,3,2023-01-01
US,Cust1841,R247,P017,Product P017,2,2023-01-01
US,Cust8518,R248,P022,Product P022,1,2023-01-01
US,Cust3389,R249,P014,Product P014,5,2023-01-01
US,Cust5461,R250,P037,Product P037,1,2023-01-01
US,Cust5232,R251,P002,Product P002,5,2023-01-01
US,Cust8519,R252,P038,Product P038,1,2023-01-01
US,Cust5003,R253,P016,Product P016,1,2023-01-01
US,Cust8621,R254,P038,Product P038,1,2023-01-01
US,Cust4342,R255,P050,Product P050,1,2023-01-01
US,Cust9197,R256,P012,Product P012,1,2023-01-01
US,Cust4167,R257,P022,Product P022,4,2023-01-01
US,Cust1723,R258,P032,Product P032,5,2023-01-01
US,Cust6317,R259,P022,Product P022,2,2023-01-01
US,Cust3535,R260,P008,Product P008,1,2023-01-01
US,Cust4551,R261,P041,Product P041,1,2023-01-01
US,Cust9835,R262,P008,Product P008,1,2023-01-01
US,Cust9712,R263,P040,Product P040,2,2023-01-01
US,Cust8449,R264,P006,Product P006,1,2023-01-01
US,Cust6766,R265,P037,Product P037,1,2023-01-01
US,Cust9392,R266,P030,Product P030,3,2023-01-01
US,Cust8470,R267,P015,Product P015,5,2023-01-01
US,Cust6663,R268,P024,Product P024,1,2023-01-01
US,Cust2733,R269,P029,Product P029,1,2023-01-01
US,Cust2178,R270,P003,Product P003,1,2023-01-01
US,Cust4018,R271,P006,Product P006,5,2023-01-01
US,Cust7364,R272,P003,Product P003,4,2023-01-01
US,Cust1588,R273,P018,Product P018,1,2023-01-01
US,Cust9407,R274,P002,Product P002,1,2023-01-01
US,Cust7756,R275,P007,Product P007,2,2023-01-01
US,Cust3236,R276,P007,Product P007,4,2023-01-01
US,Cust7970,R277,P047,Product P047,1,2023-01-01
US,Cust3925,R278,P001,Product P001,1,2023-01-01
US,Cust2962,R279,P041,Product P041,1,2023-01-01
US,Cust7089,R280,P043,Product P043,1,2023-01-01
US,Cust9928,R281,P039,Product P039,1,2023-01-01
US,Cust3367,R282,P037,Product P037,4,2023-01-01
US,Cust4359,R283,P013,Product P013,1,2023-01-01
US,Cust1721,R284,P011,Product P011,1,2023-01-01
US,Cust2127,R285,P015,Product P015,1,2023-01-01
US,Cust5070,R286,P017,Product P017,1,2023-01-01
US,Cust6148,R287,P024,Product P024,1,2023-01-01
US,Cust1134,R288,P047,Product P047,1,2023-01-01
US,Cust6903,R289,P025,Product P025,1,2023-01-01
US,Cust4902,R290,P047,Product P047,1,2023-01-01
US,Cust5950,R291,P014,Product P014,1,2023-01-01
US,Cust3984,R292,P009,Product P009,1,2023-01-01
US,Cust4247,R293,P027,Product P027,1,2023-01-01
US,Cust5873,R294,P049,Product P049,1,2023-01-01
US,Cust3754,R295,P026,Product P026,1,2023-01-01
US,Cust9256,R296,P003,Product P003,5,2023-01-01
US,Cust6260,R297,P003,Product P003,1,2023-01-01
US,Cust3034,R298,P038,Product P038,1,2023-01-01
US,Cust3807,R299,P018,Product P018,1,2023-01-01
US,Cust3563,R300,P006,Product P006,1,2023-01-01
US,Cust3913,R301,P028,Product P028,1,2023-01-01
US,Cust2365,R302,P027,Product P027,1,2023-01-01
US,Cust5197,R303,P008,Product P008,1,2023-01-01
US,Cust3363,R304,P019,Product P019,3,2023-01-01
US,Cust7971,R305,P024,Product P024,1,2023-01-01
US,Cust9200,R306,P042,Product P042,1,2023-01-01
US,Cust1681,R307,P024,Product P024,1,2023-01-01
US,Cust4321,R308,P039,Product P039,1,2023-01-01
US,Cust5450,R309,P030,Product P030,1,2023-01-01
US,Cust5666,R310,P040,Product P040,1,2023-01-01
US,Cust2854,R311,P032,Product P032,1,2023-01-01
US,Cust5514,R312,P004,Product P004,1,2023-01-01
US,Cust7870,R313,P035,Product P035,1,2023-01-01
US,Cust7701,R314,P001,Product P001,1,2023-01-01
US,Cust2763,R315,P001,Product P001,1,2023-01-01
US,Cust5561,R316,P044,Product P044,1,2023-01-01
US,Cust5303,R317,P018,Product P018,1,2023-01-01
US,Cust5272,R318,P018,Product P018,1,2023-01-01
US,Cust9034,R319,P040,Product P040,1,2023-01-01
US,Cust5924,R320,P050,Product P050,1,2023-01-01
US,Cust8785,R321,P003,Product P003,1,2023-01-01
US,Cust2884,R322,P028,Product P028,1,2023-01-01
US,Cust9615,R323,P043,Product P043,1,2023-01-01
US,Cust5043,R324,P037,Product P037,5,2023-01-01
US,Cust9788,R325,P019,Product P019,5,2023-01-01
US,Cust3648,R326,P045,Product P045,5,2023-01-01
US,Cust9524,R327,P002,Product P002,1,2023-01-01
US,Cust3473,R328,P011,Product P011,1,2023-01-01
US,Cust5763,R329,P010,Product P010,1,2023-01-01
US,Cust3934,R330,P003,Product P003,1,2023-01-01
US,Cust8418,R331,P034,Product P034,1,2023-01-01
US,Cust2365,R332,P024,Product P024,1,2023-01-01
US,Cust7812,R333,P005,Product P005,1,2023-01-01
US,Cust1858,R334,P036,Product P036,1,2023-01-01
US,Cust9225,R335,P026,Product P026,1,2023-01-01
US,Cust9245,R336,P010,Product P010,1,2023-01-01
US,Cust4232,R337,P026,Product P026,1,2023-01-01
US,Cust8693,R338,P018,Product P018,4,2023-01-01
US,Cust5567,R339,P043,Product P043,4,2023-01-01
US,Cust7358,R340,P021,Product P021,1,2023-01-01
US,Cust1241,R341,P011,Product P011,1,2023-01-01
US,Cust3927,R342,P016,Product P016,5,2023-01-01
US,Cust3001,R343,P022,Product P022,1,2023-01-01
US,Cust3024,R344,P019,Product P019,1,2023-01-01
US,Cust8732,R345,P003,Product P003,1,2023-01-01
US,Cust4537,R346,P020,Product P020,2,2023-01-01
US,Cust3520,R347,P049,Product P049,4,2023-01-01
US,Cust5484,R348,P029,Product P029,1,2023-01-01
US,Cust9685,R349,P014,Product P014,1,2023-01-01
US,Cust8939,R350,P023,Product P023,4,2023-01-01
US,Cust9806,R351,P016,Product P016,3,2023-01-01
US,Cust4864,R352,P010,Product P010,1,2023-01-01
US,Cust7485,R353,P027,Product P027,2,2023-01-01
US,Cust3417,R354,P020,Product P020,1,2023-01-01
US,Cust1990,R355,P023,Product P023,1,2023-01-01
US,Cust4067,R356,P037,Product P037,1,2023-01-01
US,Cust6040,R357,P035,Product P035,2,2023-01-01
US,Cust1514,R358,P011,Product P011,1,2023-01-01
US,Cust4801,R359,P017,Product P017,3,2023-01-01
US,Cust9837,R360,P050,Product P050,5,2023-01-01
US,Cust8751,R361,P026,Product P026,1,2023-01-01
US,Cust5621,R362,P001,Product P001,1,2023-01-01
US,Cust6762,R363,P035,Product P035,1,2023-01-01
US,Cust3238,R364,P039,Product P039,1,2023-01-01
US,Cust6040,R365,P002,Product P002,1,2023-01-01
US,Cust7782,R366,P041,Product P041,1,2023-01-01
US,Cust6939,R367,P015,Product P015,1,2023-01-01
US,Cust1165,R368,P016,Product P016,1,2023-01-01
US,Cust5387,R369,P013,Product P013,4,2023-01-01
US,Cust3154,R370,P001,Product P001,1,2023-01-01
US,Cust1794,R371,P033,Product P033,1,2023-01-01
US,Cust4742,R372,P004,Product P004,1,2023-01-01
US,Cust7566,R373,P035,Product P035,1,2023-01-01
US,Cust7565,R374,P005,Product P005,1,2023-01-01
US,Cust1986,R375,P039,Product P039,1,2023-01-01
US,Cust5061,R376,P044,Product P044,5,2023-01-01
US,Cust1371,R377,P011,Product P011,2,2023-01-01
US,Cust5991,R378,P028,Product P028,1,2023-01-01
US,Cust9576,R379,P020,Product P020,1,2023-01-01
US,Cust1683,R380,P020,Product P020,1,2023-01-01
US,Cust9181,R381,P026,Product P026,4,2023-01-01
US,Cust1312,R382,P002,Product P002,1,2023-01-01
US,Cust7537,R383,P023,Product P023,1,2023-01-01
US,Cust8515,R384,P009,Product P009,1,2023-01-01
US,Cust1163,R385,P049,Product P049,2,2023-01-01
US,Cust9561,R386,P038,Product P038,1,2023-01-01
US,Cust3873,R387,P026,Product P026,1,2023-01-01
US,Cust1009,R388,P028,Product P028,1,2023-01-01
US,Cust1570,R389,P004,Product P004,2,2023-01-01
US,Cust1415,R390,P010,Product P010,1,2023-01-01
US,Cust9656,R391,P044,Product P044,1,2023-01-01
US,Cust5203,R392,P037,Product P037,1,2023-01-01
US,Cust1974,R393,P039,Product P039,1,2023-01-01
US,Cust6191,R394,P049,Product P049,1,2023-01-01
US,Cust2978,R395,P001,Product P001,1,2023-01-01
US,Cust2701,R396,P027,Product P027,1,2023-01-01
US,Cust5576,R397,P007,Product P007,1,2023-01-01
US,Cust5819,R398,P049,Product P049,5,2023-01-01
US,Cust7713,R399,P040,Product P040,1,2023-01-01
US,Cust5539,R400,P006,Product P006,1,2023-01-01
US,Cust7733,R401,P025,Product P025,1,2023-01-01
US,Cust7499,R402,P006,Product P006,2,2023-01-01
US,Cust9082,R403,P014,Product P014,1,2023-01-01
US,Cust1686,R404,P009,Product P009,1,2023-01-01
US,Cust5309,R405,P031,Product P031,1,2023-01-01
US,Cust9628,R406,P024,Product P024,1,2023-01-01
US,Cust6685,R407,P009,Product P009,1,2023-01-01
US,Cust2929,R408,P050,Product P050,1,2023-01-01
US,Cust9051,R409,P022,Product P022,1,2023-01-01
US,Cust1822,R410,P032,Product P032,1,2023-01-01
US,Cust3552,R411,P047,Product P047,1,2023-01-01
US,Cust2442,R412,P035,Product P035,1,2023-01-01
US,Cust8016,R413,P035,Product P035,1,2023-01-01
US,Cust8267,R414,P002,Product P002,3,2023-01-01
US,Cust5118,R415,P010,Product P010,1,2023-01-01
US,Cust3804,R416,P043,Product P043,1,2023-01-01
US,Cust6878,R417,P045,Product P045,4,2023-01-01
US,Cust3553,R418,P013,Product P013,1,2023-01-01
US,Cust1632,R419,P038,Product P038,5,2023-01-01
US,Cust3037,R420,P034,Product P034,3,2023-01-01
US,Cust6270,R421,P017,Product P017,1,2023-01-01
US,Cust4211,R422,P028,Product P028,1,2023-01-01
US,Cust4195,R423,P003,Product P003,1,2023-01-01
US,Cust6996,R424,P007,Product P007,1,2023-01-01
US,Cust4933,R425,P016,Product P016,1,2023-01-01
US,Cust1891,R426,P026,Product P026,1,2023-01-01
US,Cust5271,R427,P046,Product P046,1,2023-01-01
US,Cust1051,R428,P045,Product P045,2,2023-01-01
US,Cust5618,R429,P017,Product P017,1,2023-01-01
US,Cust2755,R430,P048,Product P048,1,2023-01-01
US,Cust3698,R431,P040,Product P040,1,2023-01-01
US,Cust8512,R432,P014,Product P014,1,2023-01-01
US,Cust4827,R433,P033,Product P033,1,2023-01-01
US,Cust3934,R434,P021,Product P021,1,2023-01-01
US,Cust3341,R435,P022,Product P022,5,2023-01-01
US,Cust1375,R436,P039,Product P039,1,2023-01-01
US,Cust1568,R437,P006,Product P006,1,2023-01-01
US,Cust6222,R438,P001,Product P001,2,2023-01-01
US,Cust9421,R439,P009,Product P009,1,2023-01-01
US,Cust2271,R440,P002,Product P002,1,2023-01-01
US,Cust8451,R441,P041,Product P041,2,2023-01-01
US,Cust3904,R442,P009,Product P009,1,2023-01-01
US,Cust2973,R443,P001,Product P001,1,2023-01-01
US,Cust8237,R444,P032,Product P032,1,2023-01-01
US,Cust6104,R445,P004,Product P004,1,2023-01-01
US,Cust3616,R446,P002,Product P002,1,2023-01-01
US,Cust3777,R447,P034,Product P034,1,2023-01-01
US,Cust3052,R448,P021,Product P021,1,2023-01-01
US,Cust2039,R449,P010,Product P010,1,2023-01-01
US,Cust5658,R450,P001,Product P001,1,2023-01-01
US,Cust3868,R451,P039,Product P039,1,2023-01-01
US,Cust6781,R452,P044,Product P044,1,2023-01-01
US,Cust4302,R453,P044,Product P044,1,2023-01-01
US,Cust9314,R454,P039,Product P039,1,2023-01-01
US,Cust5753,R455,P005,Product P005,1,2023-01-01
US,Cust1217,R456,P013,Product P013,1,2023-01-01
US,Cust6380,R457,P050,Product P050,1,2023-01-01
US,Cust1926,R458,P012,Product P012,1,2023-01-01
US,Cust2780,R459,P030,Product P030,1,2023-01-01
US,Cust5478,R460,P039,Product P039,1,2023-01-01
US,Cust6565,R461,P019,Product P019,1,2023-01-01
US,Cust8862,R462,P006,Product P006,1,2023-01-01
US,Cust8705,R463,P025,Product P025,5,2023-01-01
US,Cust7797,R464,P023,Product P023,1,2023-01-01
US,Cust6930,R465,P025,Product P025,1,2023-01-01
US,Cust5345,R466,P026,Product P026,1,2023-01-01
US,Cust7908,R467,P008,Product P008,1,2023-01-01
US,Cust9584,R468,P046,Product P046,5,2023-01-01
US,Cust4867,R469,P008,Product P008,1,2023-01-01
US,Cust9505,R470,P028,Product P028,2,2023-01-01
US,Cust9338,R471,P041,Product P041,1,2023-01-01
US,Cust7123,R472,P041,Product P041,1,2023-01-01
US,Cust2915,R473,P001,Product P001,1,2023-01-01
US,Cust3431,R474,P010,Product P010,1,2023-01-01
US,Cust6219,R475,P030,Product P030,5,2023-01-01
US,Cust3277,R476,P039,Product P039,1,2023-01-01
US,Cust9175,R477,P007,Product P007,1,2023-01-01
US,Cust7726,R478,P004,Product P004,1,2023-01-01
US,Cust3075,R479,P042,Product P042,1,2023-01-01
US,Cust5919,R480,P048,Product P048,1,2023-01-01
US,Cust2061,R481,P037,Product P037,1,2023-01-01
US,Cust5712,R482,P033,Product P033,1,2023-01-01
US,Cust2824,R483,P024,Product P024,1,2023-01-01
US,Cust1771,R484,P016,Product P016,1,2023-01-01
US,Cust2988,R485,P019,Product P019,1,2023-01-01
US,Cust5517,R486,P015,Product P015,1,2023-01-01
US,Cust5202,R487,P040,Product P040,1,2023-01-01
US,Cust5312,R488,P045,Product P045,1,2023-01-01
US,Cust6503,R489,P007,Product P007,1,2023-01-01
US,Cust1783,R490,P006,Product P006,2,2023-01-01
US,Cust6609,R491,P022,Product P022,1,2023-01-01
US,Cust8835,R492,P028,Product P028,5,2023-01-01
US,Cust3621,R493,P042,Product P042,3,2023-01-01
US,Cust2097,R494,P043,Product P043,1,2023-01-01
US,Cust1052,R495,P005,Product P005,1,2023-01-01
US,Cust6453,R496,P024,Product P024,1,2023-01-01
